Id,SalePrice
1461,119897.69441922917
1462,150674.6665610561
1463,150790.96031565548
1464,151256.88935592535
1465,211341.87799748118
1466,153353.24126787094
1467,145172.6851674931
1468,149452.49867643387
1469,182954.1845979786
1470,94098.63752298511
1471,182627.8518426765
1472,127974.01564638024
1473,126722.61708986982
1474,149511.23216619645
1475,150190.90675778728
1476,361019.11010228423
1477,248433.32130723985
1478,312251.6143665468
1479,268176.8811839567
1480,417129.7371395641
1481,288517.1376094114
1482,217313.61775518884
1483,150656.56213430502
1484,157957.65709454124
1485,185719.60100484558
1486,201311.80319370443
1487,321099.49324111117
1488,258283.22144521726
1489,168616.03213368633
1490,149455.20675214942
1491,198212.1121878924
1492,124816.39711974331
1493,149570.5593030083
1494,299603.7780163325
1495,284782.94553119777
1496,194624.11821094246
1497,199065.52338331792
1498,166123.51080394682
1499,166123.51080394682
1500,148891.9880911947
1501,149720.97913664696
1502,151000.91852573818
1503,222526.89917118987
1504,268971.65939033026
1505,194997.92006244813
1506,171188.0666115745
1507,200932.79628654875
1508,182238.13307388802
1509,152922.2670568801
1510,127908.61595787248
1511,126922.66420532721
1512,143981.68835202014
1513,164045.99837658092
1514,150858.13242525054
1515,153200.34103913073
1516,150248.7841236695
1517,140790.21789530653
1518,150202.65234028845
1519,193877.9232290868
1520,126722.13368237093
1521,126818.85188811744
1522,150632.42628247084
1523,103230.30981812465
1524,126098.3874197585
1525,124320.89166218483
1526,124631.43612997414
1527,105528.28644940027
1528,148405.60125848322
1529,126381.06674422788
1530,150150.52042338968
1531,126146.9805247833
1532,123337.65619061464
1533,133379.8999500885
1534,149393.50331357194
1535,150811.8135500137
1536,128426.50423038924
1537,59778.68886147528
1538,252798.6561006378
1539,290895.3891718596
1540,147005.43393581724
1541,149461.62081142518
1542,150555.87800998922
1543,237857.02785009216
1544,79975.1045905499
1545,141150.7856363329
1546,145985.8408438975
1547,139918.8408550373
1548,149901.2823518435
1549,125037.40097382187
1550,145486.46884604607
1551,135150.99977773617
1552,124915.4728686301
1553,150308.69061722743
1554,150656.56213430502
1555,150930.94797305932
1556,127542.70293053765
1557,135949.11420538343
1558,125131.639986068
1559,125266.5610312599
1560,150961.46611936897
1561,126539.53767562327
1562,119325.40400098231
1563,115448.73743178838
1564,134843.8177724677
1565,139222.9683786527
1566,194157.31790952163
1567,78966.66514060057
1568,201819.09206501415
1569,101667.00003607999
1570,135625.88971344702
1571,118837.7563810069
1572,126341.78125238787
1573,196313.76153583347
1574,131015.45394483363
1575,190203.42889824585
1576,167276.09177536552
1577,169227.55330608305
1578,149615.35547254563
1579,124106.83526976724
1580,199734.32457196107
1581,124649.2660751889
1582,117012.30843774522
1583,271680.37262154213
1584,239916.96708828738
1585,121616.70407944224
1586,55519.150776721355
1587,124684.2201674412
1588,126657.01138499613
1589,105462.48866151967
1590,137501.0133888195
1591,103066.03235106406
1592,130926.27281457702
1593,122092.46552778446
1594,140783.77317810475
1595,150917.70616885857
1596,241843.8604525366
1597,147204.9269000808
1598,197935.37689302585
1599,231300.46407956598
1600,214668.59523208434
1601,41348.769236972905
1602,138742.62822239543
1603,102119.33913735021
1604,263738.5892530089
1605,270009.9642274598
1606,150040.873341348
1607,209836.0364816145
1608,183404.7190065944
1609,168006.72075595357
1610,139447.13733108365
1611,129219.65529975624
1612,138438.37254255405
1613,133211.9732485818
1614,123576.4283957068
1615,106564.08777746778
1616,106564.08777746778
1617,106564.08777746778
1618,116729.65399600945
1619,111430.74990552088
1620,151679.5537394948
1621,129767.35316345214
1622,142051.50858496033
1623,267396.6916185156
1624,166673.21192199294
1625,122777.62996527835
1626,149709.2712201408
1627,151386.91428988698
1628,291922.5406794819
1629,197561.78468604415
1630,330569.560853048
1631,233852.94079762924
1632,264683.2281170561
1633,186198.96316947858
1634,152535.41137824583
1635,149762.96382762535
1636,145404.6313137326
1637,157263.98038027834
1638,235611.56195731126
1639,154045.38655231617
1640,306211.8294091958
1641,156101.76249029185
1642,210020.6238724691
1643,268681.9576765354
1644,267679.90187858196
1645,150790.38509488862
1646,139714.16490060894
1647,165222.1349161578
1648,126446.65010436617
1649,125459.28429741794
1650,91928.22509976661
1651,91928.22509976661
1652,127974.01564638024
1653,127974.01564638024
1654,150129.32910408793
1655,148908.17634016843
1656,149511.23216619645
1657,150129.32910408793
1658,149511.23216619645
1659,150190.90675778728
1660,126722.25453407278
1661,433593.6858333486
1662,415535.9965934843
1663,361038.39111770835
1664,475395.4557573686
1665,317865.01653347444
1666,266300.8728685253
1667,330238.07816703414
1668,319088.4115249943
1669,288260.8104513403
1670,335239.6529184321
1671,202388.64213294737
1672,367974.600929803
1673,307880.9120541152
1674,259602.6576448843
1675,150409.92664387976
1676,150433.16605662645
1677,184548.1464287326
1678,455578.6179753485
1679,282813.6955245908
1680,352323.3126676114
1681,283905.4344413795
1682,264170.5521648517
1683,187790.38850726653
1684,191829.99474921345
1685,149544.60078450356
1686,168921.51599533914
1687,185719.60100484558
1688,197543.8865848359
1689,197859.13016466604
1690,194717.31574555757
1691,183044.0632018318
1692,272697.1440588298
1693,185719.60100484558
1694,149742.11281581537
1695,189873.58156939741
1696,278103.7252308344
1697,189873.58156939741
1698,356376.11359300156
1699,275276.88439908193
1700,237179.29551825442
1701,285611.4119423646
1702,264391.08525253576
1703,264306.1267188192
1704,264300.5814137681
1705,224750.52243683726
1706,372955.7465922626
1707,190533.8492360377
1708,187574.3501897857
1709,288242.1173861361
1710,227521.0705299244
1711,266829.6428905186
1712,268964.47716804844
1713,198331.0476012664
1714,197883.66179751343
1715,197975.02169866054
1716,168616.03213368633
1717,157408.47613181296
1718,143058.76663814695
1719,204032.02730158507
1720,242477.56618119715
1721,153972.97737519452
1722,126715.9703984003
1723,126715.9703984003
1724,191503.35341497764
1725,241269.78730782773
1726,158655.90660535428
1727,150677.82787453142
1728,197776.31120055547
1729,150091.10638306342
1730,180413.78013728518
1731,124525.46005480444
1732,115448.73743178838
1733,115448.73743178838
1734,124720.84925337743
1735,121503.55760352094
1736,121503.55760352094
1737,273089.6031046535
1738,202177.21056566495
1739,276230.18255133467
1740,158183.62817623443
1741,149498.40006490657
1742,149720.97913664696
1743,191612.2329255289
1744,264421.59631439426
1745,201544.6246278017
1746,326197.1352330386
1747,237773.79282020207
1748,208158.60726459458
1749,132765.4126293612
1750,147872.14276217105
1751,271600.32418723736
1752,115448.73743178838
1753,148044.99549441738
1754,237179.29551825442
1755,150619.21066882828
1756,95423.18439229547
1757,115448.73743178838
1758,104212.94046929752
1759,150858.13242525054
1760,131607.65832147122
1761,130739.1151764784
1762,148526.09269529136
1763,150547.98124701958
1764,123973.9909450781
1765,155012.87046843555
1766,149539.75189038905
1767,150413.36929329296
1768,126702.6780613141
1769,181738.98111724455
1770,128018.81419583828
1771,126735.91151875307
1772,135354.28320484454
1773,103746.67742073232
1774,155078.22589453866
1775,134702.6920740118
1776,126718.99157857662
1777,107406.3332144385
1778,124700.98734226014
1779,126963.82545912742
1780,197495.66398368767
1781,126709.68657435708
1782,61386.50238429667
1783,133660.16335662085
1784,107260.16178409827
1785,126585.04127537979
1786,135611.79206707352
1787,199633.96604538546
1788,43380.39913464962
1789,113137.82851446848
1790,58137.69982261395
1791,201913.0391305904
1792,150312.5609965767
1793,133222.6451063822
1794,126812.32108666023
1795,138516.02508349373
1796,141976.74834144788
1797,141241.00441537108
1798,125074.9687781009
1799,100486.9517760432
1800,126486.0888312499
1801,110847.59111380734
1802,149577.1209605753
1803,167759.99738086
1804,123470.5251528156
1805,133557.33604063728
1806,150325.3196193941
1807,194078.0843823982
1808,131365.77046543267
1809,140740.27905264456
1810,147260.10876465793
1811,127495.27441318771
1812,139604.28363870818
1813,132320.22280513935
1814,91528.79604791441
1815,43913.73473460961
1816,107323.49876779057
1817,116503.8887944463
1818,206543.0375311232
1819,150096.97515716354
1820,85616.19823978735
1821,149493.41010072903
1822,149815.53268557426
1823,61702.91893812237
1824,149726.40506695554
1825,150910.07826560136
1826,126741.47142075986
1827,124724.06075763173
1828,149145.8063037527
1829,126465.2221622137
1830,163210.83013706797
1831,219915.08650468916
1832,149121.4858411235
1833,190619.99793698237
1834,149770.96224636474
1835,207879.87973946222
1836,153828.8479223219
1837,95199.67108148502
1838,150055.46924422943
1839,74086.02357221261
1840,126709.68657435708
1841,126547.01990226458
1842,126718.99157857662
1843,125550.36893874507
1844,132631.52155587377
1845,151141.8217977065
