Id,SalePrice
1461,123503.85308928289
1462,580252.8602933468
1463,166726.4693359865
1464,159355.7229760596
1465,173717.47416886527
1466,121752.247380984
1467,167101.66034281565
1468,121575.3052936091
1469,190516.4061396429
1470,157292.32889402076
1471,202592.37316202588
1472,127223.08449798483
1473,131302.14355726689
1474,125620.55276723675
1475,129643.03817658457
1476,326567.53751060064
1477,169764.37240371088
1478,368779.10404346074
1479,304104.8409130542
1480,470335.73537343886
1481,391160.78529576614
1482,187158.3682246569
1483,218987.53641348932
1484,217517.0216220119
1485,258303.91299226278
1486,203814.79704849943
1487,280614.15995456534
1488,198003.91077134598
1489,195736.6651722274
1490,303829.1598012178
1491,245518.61400295224
1492,119576.81973677209
1493,331767.4910452851
1494,313921.2837790001
1495,280997.10977949476
1496,222858.41846613478
1497,192710.68707173597
1498,226193.99444198035
1499,251692.56226235023
1500,200299.13737223324
1501,241597.4316307457
1502,163623.20004872643
1503,160738.56801286596
1504,211102.97326373594
1505,258346.04019229347
1506,162124.44514237123
1507,261473.11891695482
1508,196597.41642593622
1509,181652.51511325585
1510,144655.9519378967
1511,158402.21806982183
1512,245481.15369359983
1513,138265.65948652016
1514,163076.87051255105
1515,192216.02720734198
1516,211218.7660121865
1517,151173.1034303876
1518,211096.93364562222
1519,266707.7802781502
1520,172383.84127644676
1521,138812.64066504495
1522,257740.16915209932
1523,162100.32716504452
1524,175195.37098688353
1525,181209.56845391536
1526,158555.9248140369
1527,181637.2708671795
1528,162885.690329206
1529,162188.46794294703
1530,140840.84603764385
1531,200136.64517698696
1532,147390.63364878512
1533,167083.81291307803
1534,125906.60356814959
1535,214745.99482604995
1536,165405.80377227796
1537,117704.76674838267
1538,185136.56659569073
1539,290937.83744624053
1540,149328.83468710436
1541,148375.74130409298
1542,234346.5572386949
1543,165246.08700434407
1544,162537.79033640752
1545,194992.89908537237
1546,295613.0238695083
1547,172576.12975356588
1548,162886.62237126884
1549,154601.70518985006
1550,203869.4231629603
1551,163354.24674037955
1552,247539.12299446395
1553,195615.7410088217
1554,250394.46379849047
1555,215386.32614875134
1556,122287.18594442104
1557,127600.49226371179
1558,159428.68693579437
1559,180006.9829266348
1560,226373.97265274398
1561,193575.6685772491
1562,208634.39634293216
1563,227237.43632037245
1564,183169.61806219106
1565,351179.74281488167
1566,239965.70700281428
1567,159511.72405492846
1568,269087.370897612
1569,244422.4608925498
1570,288650.6168974865
1571,263879.730128879
1572,205891.29353000713
1573,254286.42883949218
1574,180627.77254099608
1575,398900.0866787816
1576,319021.4711345648
1577,268474.7434404439
1578,163109.8445570453
1579,260637.85241531488
1580,202483.04742765517
1581,310608.30195015477
1582,215557.29376242703
1583,335716.3586073644
1584,321037.94804777094
1585,264476.8277685059
1586,118542.43939336619
1587,310140.3323395161
1588,257575.04434873725
1589,182282.8040755028
1590,210970.14157266388
1591,214007.12980408795
1592,204114.74060705196
1593,208025.2475744626
1594,162136.81472777898
1595,214688.65911438534
1596,360374.82181263226
1597,452917.0172838214
1598,291568.90987787215
1599,225878.1920368801
1600,229141.5869405539
1601,220011.58225911512
1602,250309.94471788435
1603,192984.9027831292
1604,304098.7506175383
1605,298816.5005104948
1606,272901.8914594934
1607,280575.35853242193
1608,289402.55484144954
1609,288429.3776678554
1610,255534.50979410653
1611,213431.3427583178
1612,336781.63019962434
1613,252579.3615682365
1614,275000.8471232884
1615,226382.6082991997
1616,224420.2549055176
1617,217535.69205896987
1618,275212.5734113471
1619,318790.63456807286
1620,283045.2032589217
1621,259708.88964460566
1622,247897.73935880212
1623,607048.1155276789
1624,445316.8152134885
1625,204406.15828258285
1626,246847.45673539102
1627,270249.2891851121
1628,434661.84786777763
1629,292074.3075877178
1630,399798.89076694165
1631,292129.7430572161
1632,318608.57713140384
1633,297779.29096907924
1634,302361.63401016005
1635,270061.2119022717
1636,297340.007356593
1637,279100.6145608879
1638,296480.0647780939
1639,259327.9932577953
1640,322725.97528716817
1641,321165.03193735785
1642,454684.04726750765
1643,363528.4024876782
1644,481094.689481875
1645,313697.42838997976
1646,303457.3432745588
1647,250064.90528827847
1648,244834.4613199835
1649,297937.79646937025
1650,295616.4069114477
1651,293699.9395716062
1652,271936.997394729
1653,258335.93889246407
1654,291128.23724224704
1655,281622.19677599595
1656,290674.3698677559
1657,293266.1144515995
1658,315982.9594641529
1659,285429.2476603691
1660,332279.81839852256
1661,716494.7765273663
1662,510700.4404283223
1663,677338.352042215
1664,824240.9094669947
1665,575327.8392384084
1666,489154.8100303381
1667,583178.1412186015
1668,536245.590609158
1669,577197.4641596568
1670,566902.6781480025
1671,408572.420430448
1672,572450.6710644623
1673,467955.9542247913
1674,358704.97988440574
1675,383377.812476628
1676,369949.6408308621
1677,365415.4508940984
1678,700746.7349788491
1679,680913.4542073354
1680,532149.6283344348
1681,536494.1903883975
1682,607567.0550831562
1683,365831.4328726247
1684,481099.73639248736
1685,442212.18275375676
1686,445973.0152646117
1687,463325.2358924444
1688,414832.3927180082
1689,489023.7426724811
1690,420833.3452879726
1691,418407.4536246144
1692,496185.95237436966
1693,494820.7596844468
1694,378789.9288356351
1695,412688.1815511828
1696,468688.86907375284
1697,359883.0076515739
1698,552298.9049379034
1699,704114.9366880215
1700,536175.02154966
1701,492029.3648184279
1702,424830.26841176144
1703,501775.883423756
1704,539957.8751710902
1705,551720.3502835815
1706,924374.5938181287
1707,451083.7167642846
1708,447242.2507330687
1709,504471.9651245255
1710,485615.78629248525
1711,588737.1689207277
1712,504645.6728308356
1713,569677.5266504973
1714,541288.066364581
1715,478856.3433613904
1716,474539.8061790358
1717,577321.3305879469
1718,430934.7508423431
1719,558245.6825265901
1720,608179.2319642865
1721,497035.59943347686
1722,446665.96263519087
1723,499687.1492960321
1724,485939.1511803498
1725,547770.9786788727
1726,701620.7269620012
1727,462317.56373670255
1728,606954.336728205
1729,438675.465271058
1730,403158.2585775409
1731,455335.37770213274
1732,471150.10404426843
1733,436462.5370070851
1734,479409.23662955785
1735,527537.2963881082
1736,484132.3698979857
1737,680013.3738911015
1738,836197.8456512192
1739,492878.00486768555
1740,543820.3152332407
1741,498599.44370181544
1742,547603.8377474876
1743,562950.9176978536
1744,1619899.1475689372
1745,567657.9149424814
1746,798759.7922993349
1747,580718.9868510638
1748,592652.8660479594
1749,573880.6108485527
1750,582050.2244802897
1751,747964.8010467837
1752,587190.6872362635
1753,501963.5025542343
1754,550795.082727132
1755,617265.514979946
1756,589361.8475246204
1757,555731.5846196491
1758,520892.3132079653
1759,523188.4236451376
1760,614168.0768839709
1761,492602.16561284615
1762,619116.709974526
1763,730331.6914118882
1764,616416.0601416955
1765,616069.9077331001
1766,578617.1881696368
1767,568614.7636000818
1768,606332.9843088882
1769,564738.8497767015
1770,583205.9499823673
1771,623151.8508105034
1772,684312.920432935
1773,602241.3186752427
1774,760485.832202388
1775,582629.4675769558
1776,639513.8237312537
1777,590113.8000426772
1778,699648.2693885047
1779,507163.6696460801
1780,706026.5911163323
1781,656165.2226997718
1782,570994.8881771866
1783,646740.6614225245
1784,591942.8380567877
1785,710576.6698664853
1786,1595066.331417747
1787,822234.1935591667
1788,516500.68113465555
1789,593599.1967288181
1790,613401.8525812076
1791,727184.0518801707
1792,640963.9491444166
1793,584127.1688117826
1794,725774.1545422415
1795,658390.4635162018
1796,672408.9674485271
1797,655515.9969904026
1798,684759.452429582
1799,785970.5529923731
1800,911547.9132083593
