Id,SalePrice
1461,124539.10023052045
1462,152385.04725214664
1463,182922.30515778135
1464,180319.26461647195
1465,195051.06033636344
1466,184074.74001730361
1467,165636.1662733371
1468,176378.6770980163
1469,186620.11607925207
1470,122074.28860010521
1471,199881.88815805328
1472,93122.2016233979
1473,94965.04586228274
1474,154020.96263872428
1475,151664.2769302394
1476,374441.5115219003
1477,248744.13307636508
1478,309077.3750568915
1479,246354.49371594287
1480,477713.1049579011
1481,308075.3762926799
1482,204706.07004641579
1483,171847.50734681918
1484,182137.24568834202
1485,176615.90276232525
1486,194067.22433584466
1487,315161.9673875507
1488,231279.4827332471
1489,209909.10179760648
1490,194500.8938394299
1491,191534.91021935997
1492,101639.12794382051
1493,172583.1491251551
1494,297147.006970967
1495,293489.58840397943
1496,230098.35689086345
1497,192783.84206812916
1498,153183.47882486228
1499,152583.29475335486
1500,150791.51545579755
1501,172266.40524514322
1502,171146.9680733965
1503,283790.39281084377
1504,229618.86594039635
1505,217170.92386634115
1506,179680.39348919864
1507,211414.7776318892
1508,199751.59652492567
1509,163226.0542645985
1510,151975.10017336428
1511,151823.7774252933
1512,169698.78539057082
1513,144932.2690512403
1514,154575.74575144486
1515,174112.44535669454
1516,157274.78098216612
1517,151353.79552506207
1518,128964.0124291158
1519,222881.67578863888
1520,140115.6684940035
1521,147672.98514937086
1522,158206.5949289531
1523,117229.19062027706
1524,122210.64333320908
1525,123899.24815224462
1526,127812.11790948261
1527,101247.36404726822
1528,128304.18936084262
1529,142462.69336487981
1530,169029.0398736339
1531,125678.14143301181
1532,107128.44883096246
1533,146726.1731630782
1534,116330.40400267883
1535,150284.98280014205
1536,117146.31867919971
1537,74437.3995344126
1538,169197.67233386758
1539,206843.16004310193
1540,107817.31343329036
1541,144891.24246681033
1542,140292.08963069654
1543,212994.1932568729
1544,78508.80094109512
1545,99170.55353338778
1546,120637.8054772385
1547,135039.38472708606
1548,132781.03956726653
1549,108441.06669737175
1550,140736.82746489692
1551,115000.30839641979
1552,141982.97864129578
1553,136337.51940235117
1554,113524.90799126255
1555,165793.31324246206
1556,92010.1840441627
1557,122266.85671015039
1558,88630.04379633497
1559,103905.27400820993
1560,149001.2617689859
1561,138552.04470036636
1562,125218.98843103493
1563,125407.63237788274
1564,162151.75520426442
1565,157628.5544508964
1566,212278.6314080658
1567,78210.5720456332
1568,221310.49399388564
1569,139651.13211267043
1570,124657.40901523342
1571,126989.99443437405
1572,145757.41165108603
1573,242566.35643276444
1574,104848.35224670902
1575,207417.57342301935
1576,214518.87824393797
1577,206836.05451961965
1578,143371.2374578099
1579,143731.4910221532
1580,193070.4547213027
1581,140018.34854599784
1582,130548.32134767425
1583,323922.9534706098
1584,238405.9905774051
1585,140346.63182400656
1586,72214.80685458468
1587,103366.15790146611
1588,151016.87827992727
1589,100041.11174239888
1590,133326.39940375212
1591,106079.6778416227
1592,119400.7810253104
1593,116016.52409077506
1594,125026.97135173818
1595,112576.24347502075
1596,232796.90797397384
1597,162744.41672973556
1598,183075.52836253686
1599,196351.98514245483
1600,190639.87399041475
1601,73661.70625799264
1602,106267.88909791465
1603,88530.33907485972
1604,278941.1841749332
1605,250645.7509280871
1606,168586.53497289092
1607,152720.6480932564
1608,214617.0363813772
1609,201534.1464980508
1610,163418.2371425297
1611,151725.81444236368
1612,166778.87937143492
1613,158543.95236026385
1614,121971.43706507403
1615,84951.88111057655
1616,80407.93420879511
1617,86307.9629413048
1618,126902.01180114307
1619,130541.96716022873
1620,138564.77544720337
1621,133503.2225473968
1622,149814.4752848243
1623,281578.0276188946
1624,210756.9536226948
1625,126438.14016173112
1626,171206.7777591269
1627,187656.1931716851
1628,280835.8557185874
1629,173752.87012229537
1630,325274.7549744974
1631,214627.1186297893
1632,251861.3903108838
1633,171795.72522097558
1634,181272.28153246068
1635,178369.35827593875
1636,156903.67255058375
1637,178981.7009775716
1638,212961.47949991064
1639,179397.23455408766
1640,250822.76478003658
1641,185934.79499084415
